Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
62972.56589643225,7.753961604606655,3.057561919722241,5.865693364426388,48742.67125226802,1670231.1460017236,"7787 Oak St, City 23, State 61277"
71046.29857953324,9.4413216229004,8.152575010359598,2.499684532843098,39502.51532587705,2076933.9982890906,"6397 Pine St, City 24, State 81772"
100665.83652537123,6.220703786177325,4.0650352084366155,6.405946184471545,30052.57157563188,1930782.2366086605,"7810 Maple St, City 25, State 13105"
47970.640394252376,4.071234198345117,9.3856073539972,3.5210225906750185,14690.83496736658,1800373.017168223,"3553 Pine St, City 26, State 11838"
76281.09945722503,2.422613490917776,9.2495715771292,5.271966824152874,6439.045591239484,1849720.6558297272,"8414 Oak St, City 27, State 92815"
83317.31119758383,7.808678811870804,7.577308024584801,4.437511393101399,19224.254043200017,2114013.428709713,"5610 Oak St, City 28, State 35560"
34180.5371447998,2.970423984044273,7.705639048604236,3.831515726311695,11985.641257964282,1297912.934975949,"9825 Maple St, City 29, State 45658"
84679.03667112946,4.422201026175737,3.0373739937878197,5.227209165917483,56053.92700539556,1774981.208872129,"6286 Maple St, City 30, State 60560"
45347.17113185624,6.259767263071179,9.894100962795214,6.73761490275619,12312.36725790255,1961540.8959238783,"3873 Oak St, City 31, State 68679"
35854.643368675155,6.515332702237981,9.1448282250307,2.2063487368731094,52074.83542494435,1717378.499909252,"7447 Oak St, City 32, State 32873"
115399.6983528,6.804665575897088,9.265743580110644,6.594264279415522,30067.814835445373,2437962.996739326,"3459 Oak St, City 33, State 97803"
116906.88297671035,3.330042642797605,7.614711759356103,5.045408275105068,9769.595333345438,2231763.592998129,"8089 Maple St, City 34, State 40619"
102755.7613304815,5.03789923857319,5.413508500581756,6.036571503845262,57827.45321305308,2232437.8276848774,"7072 Main St, City 35, State 58872"
57415.23922560336,6.937553816935734,9.255540543633366,3.919374767171388,42675.987065379864,2003232.4862240348,"5008 Pine St, City 36, State 98217"
38790.490260574545,9.758550917070277,5.040618497058347,4.359214874188069,20324.49833613225,1558556.1902850089,"9726 Main St, City 37, State 21183"
91580.97238609413,7.821049101597509,6.93898080339542,6.34425375900582,63154.27633162341,2331005.2156113246,"4691 Maple St, City 38, State 95416"
69613.72443656411,9.380830056751662,3.6981168064071768,4.074239849049116,7941.790401585845,1625033.4974806274,"3473 Oak St, City 39, State 99146"
40983.441136030095,8.097696466513415,9.45368941092925,4.6732978337454245,18118.274532854586,1788634.6698509564,"9358 Oak St, City 40, State 83150"
74565.92191001432,6.7337357511392035,3.9853932043984934,2.1009746154216646,53883.05030738097,1674473.1273014462,"2359 Oak St, City 41, State 21430"
33094.966900369654,3.5361869530907564,4.574277640112851,2.7929900291902117,51109.56547014279,1331956.034404183,"8251 Oak St, City 42, State 32597"
111838.83618709039,7.333485215140104,6.9069391068975055,5.208432539873999,23802.66009209107,2171658.165094605,"8377 Oak St, City 43, State 29003"
53290.19834400152,6.9870365276792565,8.348651001490872,5.584884505319385,9031.616897930902,1998938.7267737803,"9873 Pine St, City 44, State 26961"
89627.00559185838,6.819753363658132,7.335459141554093,4.913004683922497,60775.07469462135,2363096.1903372467,"5244 Main St, City 45, State 55237"
58053.99684804698,5.918286943905926,4.624937389601094,2.7165501813780533,25390.34647454367,1277099.9911876787,"8263 Pine St, City 46, State 52178"
76806.12190600298,6.229252831914205,3.0066012976924323,4.227027142889174,17721.37197033724,1513053.0056604035,"3641 Pine St, City 47, State 56136"
79203.92514089517,4.675540216944833,8.300054062152075,3.7754738318159493,38544.01845346351,1978950.3028597992,"1913 Maple St, City 48, State 48187"
46636.90099729743,6.154501541138425,9.896451281377656,4.478306720175442,64164.76795335908,2060171.893806378,"2366 Maple St, City 49, State 39500"
117262.61649881027,3.580447245427826,8.669391842142634,6.351645172770471,7830.5275598193975,2175964.0405391436,"267 Main St, City 50, State 23687"
99761.95410250031,8.441395178883013,6.221446327096308,5.8793071932932595,54777.2657220077,2370873.0848825164,"7329 Oak St, City 51, State 24837"
114554.90474077703,3.4862156375896625,9.326370829793746,2.4199475069457947,42210.75981601608,2337509.7801469425,"9593 Pine St, City 52, State 22865"
110534.4615384884,2.6797303191157313,5.868933711828451,6.451545988872821,32654.192575868103,1991901.3345751276,"2327 Oak St, City 53, State 97472"
83810.99809299767,5.489968210857259,6.674538589704273,4.3588357557491175,53365.228866828904,1956487.4725086764,"2035 Oak St, City 54, State 86558"
112968.68115208052,7.266459516048495,6.339908371769782,5.719310724429992,67778.5875887061,2602555.181411478,"7454 Main St, City 55, State 96019"
37964.32518467275,5.501734599468331,6.133367108658675,2.700196156321761,19898.403725574917,1156238.999826106,"6464 Main St, City 56, State 39703"
47638.45761772306,4.214033055610469,8.42633538505734,5.3535976285352405,14337.078729687775,1641274.2758764424,"1076 Pine St, City 57, State 56221"
34070.45600194843,6.465369471123526,6.687382350886444,3.1816300880472896,64337.31343947531,1695850.1221731838,"3898 Maple St, City 58, State 93031"
59279.72976869379,4.7760186832975995,5.217019854176512,4.191904485704658,48481.95003472474,1595270.8710968606,"9376 Main St, City 59, State 70943"
64980.95607205338,9.462941521013065,4.8071071736093485,2.084314350410522,33469.09140152779,1742637.3821523893,"3943 Pine St, City 60, State 86069"
54421.412859650634,9.381161116828576,3.264231218772034,2.7580531896523803,42261.8720671784,1684811.1379348994,"4015 Maple St, City 61, State 91685"
104586.37582367365,6.018974559776764,7.082366133181322,2.460402465618099,53464.903836455866,2184053.218958497,"4944 Pine St, City 62, State 92688"
62107.799402423036,4.623071952146068,4.609729907807239,3.198720864691292,55247.073415871615,1533041.7343872974,"5167 Maple St, City 63, State 17589"
55284.10587186427,7.897059311653113,4.036937454114682,2.5000904501216112,64793.1217532327,1620068.9747903538,"4799 Maple St, City 64, State 10464"
78842.64748424236,2.293703547864533,7.576809746793744,5.459550133097809,32744.781278215472,1953299.4022854895,"2601 Main St, City 65, State 85180"
42683.18024772864,5.79815204834921,7.768464804750842,2.145199511046097,24071.709151260675,1652160.4950509714,"6127 Pine St, City 66, State 87196"
102197.72826786357,4.690587154162668,8.265084245803662,5.08870250312499,46578.177341339724,2163676.318405148,"66 Maple St, City 67, State 88424"
36709.55793117938,9.364287080820437,6.52503827437014,2.7035391541278715,32022.313453169474,1699154.811923274,"9692 Pine St, City 68, State 61056"
118819.82429404656,2.0960242181814603,9.258382236427206,6.725807285889484,43648.89950668356,2535579.579508546,"7194 Maple St, City 69, State 38540"
99502.02923669916,6.422519005746793,9.554399273787595,6.665470365549272,32299.076899636762,2597317.1610669834,"9079 Oak St, City 70, State 62960"
47884.411338075515,7.925308648533008,8.651596578547426,3.127515512604813,14944.726134081342,1774297.1713523886,"7566 Oak St, City 71, State 94667"
30496.990541124214,5.88014390019233,7.4491543740573105,5.072106491115147,35512.7388578323,1520210.327340202,"44 Pine St, City 72, State 72941"
103391.52856093507,2.6832242413017733,5.126046675138321,2.1400265973622923,49909.65842616713,2006430.9903943753,"3843 Oak St, City 73, State 28272"
93617.16094628554,9.779691120223218,9.880614451341549,6.65894271525587,56953.44749839724,2770031.219681179,"3899 Main St, City 74, State 91548"
95610.64512368885,6.144083451008783,4.918953170343569,4.614936540958548,37066.20799177555,2205095.8550173203,"5884 Pine St, City 75, State 92610"
99414.33120173511,6.913489954552091,4.418598453933018,2.216115757088895,15740.462863676059,1934362.2575868273,"6843 Main St, City 76, State 18301"
36664.01865606813,3.8928782616600586,6.09507879650608,3.7124999650406867,31954.70112721305,1335393.7055938481,"4559 Pine St, City 77, State 35090"
62261.915568984536,5.8679846808544305,3.397883994986719,2.384247309306171,56109.10537471039,1422511.6174466244,"7721 Main St, City 78, State 62480"
40428.21535726167,5.433195935666575,9.849461252702536,3.9647221968667994,31835.852590109735,1683928.061709289,"5313 Maple St, City 79, State 69850"
107679.30832880341,2.59916673601587,7.119034894914973,5.349631710806616,50274.501584274454,2044540.1731247941,"7550 Oak St, City 80, State 97533"
86096.83141448021,2.849282828379738,6.898664641649226,4.349449540207198,37968.889309075836,1854147.356041236,"4320 Oak St, City 81, State 21070"
59780.82223673843,8.699780156950197,7.590573959298039,3.9186108735972724,20679.503132110785,1953605.7481504937,"3978 Main St, City 82, State 83595"
35720.251525742126,3.918559617652722,6.479165534440447,2.595785227702324,56749.78302149983,1432719.1019858103,"6785 Maple St, City 83, State 24093"
57988.4089544096,3.5596661719890443,3.2244446196617913,3.2246952284682817,10473.874514594656,1267105.7240195207,"2544 Maple St, City 84, State 82889"
59266.49898240723,6.039291610001114,7.286179021882777,2.5007164386917555,39117.868379084786,1781892.100474828,"769 Pine St, City 85, State 25095"
95664.55605042576,8.149977050900103,8.013217138695016,6.037493658283304,18577.917225821322,2238906.951047069,"5765 Pine St, City 86, State 78139"
87380.17242196918,2.4955721486319034,5.9172434243683725,2.6761991399236127,9359.265855189416,1607804.6245914085,"992 Main St, City 87, State 52988"
109849.1468318694,6.614463357106047,8.30106900449835,4.976866832744467,37690.705910411176,2478269.360173764,"9722 Main St, City 88, State 83715"
72499.34326457544,2.953683542724587,4.589009095368944,3.7137020679442294,37471.54013577003,1552489.439975038,"4153 Pine St, City 89, State 37180"
40763.48213444716,2.2916884066049477,4.548936137463288,3.1298919232759177,50948.558608921856,1249842.1062998602,"5698 Maple St, City 90, State 81214"
94192.03085006955,2.421951617297739,4.129918913813018,5.197342197460519,53408.79504837382,1739470.6328776379,"3310 Maple St, City 91, State 36649"
98470.65437552077,8.67331286566753,5.6039633185241335,4.285011546884704,52306.446765038294,2213474.2062280257,"4702 Oak St, City 92, State 74903"
80514.94778125465,2.9437798690244925,8.929084247723585,4.000727336422796,31621.317639589077,2170639.6989877517,"1860 Pine St, City 93, State 10916"
99387.04619591049,2.3612109152983356,8.79538443504345,4.964260024461108,46059.836169726565,2317635.393152318,"6910 Main St, City 94, State 54135"
74441.60367279517,5.503199097143298,5.679769455744527,4.4563381424500035,42501.44077185742,1672770.8064964944,"2663 Maple St, City 95, State 47460"
77045.95464437947,8.751947775536198,7.123831151861656,3.517421042757804,32401.514147599773,1808796.7336396337,"9430 Main St, City 96, State 11335"
68478.69165226947,4.0992670119144154,8.04571421532441,4.795306438826258,43818.82512208956,1903979.965264476,"5051 Pine St, City 97, State 72564"
32287.721406968565,5.373700940207331,4.688447422396161,5.347492882753473,66571.11198590707,1549265.690726484,"762 Maple St, City 98, State 20892"
39710.2284293974,2.31938026051001,4.17698760126323,2.1334657929342713,17538.093339289528,946930.5621627879,"2132 Maple St, City 99, State 52913"
32828.626711806086,5.592628113079007,9.804671952486178,4.329358644538377,63875.18622605921,1943713.9922571469,"9141 Oak St, City 100, State 24903"
87276.93701374024,6.620904645097069,7.322901192467329,2.288416422917719,8474.608408907894,1906637.6890224214,"3695 Pine St, City 101, State 52435"
58292.0382968694,6.567256430017158,9.869910052835646,2.9320270703405553,25045.29883860794,1897757.1870269624,"8806 Maple St, City 102, State 81180"
75771.36220482325,4.659413537394921,5.364291909925604,4.802543670389865,23729.441159749334,1758162.6852399874,"5521 Main St, City 103, State 12128"
111680.98265334837,4.524265445305084,7.921221899818921,6.330944576327903,45713.73201225887,2342030.268845156,"6739 Oak St, City 104, State 70275"
52436.30062339874,2.852988951492783,4.558225455788664,6.414028395942424,13529.621865523872,1263068.8192972466,"8941 Main St, City 105, State 34776"
66934.46307320667,4.934386565170147,4.8284011989173905,2.3497200506931564,62352.59476958399,1751607.3564857263,"2622 Pine St, City 106, State 76257"
97999.60246887438,2.7959573509837172,6.583314848887368,4.095525431433533,58855.841550227684,2060464.4571364608,"9144 Oak St, City 107, State 69571"
50591.83489424602,8.132767557696413,5.237326878556498,4.915032415022756,47384.278279543054,1906792.8682979723,"1433 Oak St, City 108, State 94240"
36928.19188459137,9.730194381985488,4.173350946884091,2.735349522751717,34796.89906649286,1515087.2359965332,"6951 Main St, City 109, State 90634"
56077.63076223912,9.760595653333656,4.840164913925282,5.827161083723858,65642.1427392351,2001926.212444264,"7178 Maple St, City 110, State 76157"
44509.9158528604,8.92056879500315,3.2502387612610524,5.721176292186194,58998.526056836134,1612824.1536229055,"460 Main St, City 111, State 66377"
113672.78871083158,6.806337194716953,7.930965350342406,6.516705068533973,37455.48462528092,2581776.0177249406,"8492 Main St, City 112, State 91234"
102730.83416079753,7.606925577951039,6.444816599601031,2.042430060417215,50621.76803953023,2205360.913203613,"9468 Maple St, City 113, State 34525"
87006.33808593811,4.2816464214433125,3.6597014648316795,3.0834212199450133,41850.446891679494,1706914.4652947804,"5376 Main St, City 114, State 99232"
108431.4531168946,7.046163361380965,4.201857951899438,6.135933571226609,43216.24549523719,2081301.2653024774,"5926 Oak St, City 115, State 41122"
102330.4869209203,5.64519639551902,3.717741766788508,5.352900254134677,26513.444513435632,2000082.3997425123,"6432 Main St, City 116, State 34789"
46791.305299743224,5.85613871821546,7.288149657931135,6.4719492684924536,35035.49930061829,1742168.4058267402,"532 Oak St, City 117, State 82421"
110330.309864098,8.062212483001264,3.6594725452874566,2.2858982726513326,10077.893001333374,2116389.245970034,"3620 Main St, City 118, State 69602"
78540.80177240857,4.255346844778013,8.279976331246512,4.984819828582214,28227.66495819851,2190486.224478142,"6565 Oak St, City 119, State 40805"
102669.61396476562,4.544316893556159,3.143576435242738,4.845232874468371,50228.85349853988,1978231.2980149486,"3061 Main St, City 120, State 24826"
110648.21699311439,9.397134329029093,4.745630515971245,2.178372081802662,66959.04198290211,2362978.2311496786,"2525 Pine St, City 121, State 69443"
58620.312747467746,2.449794358807778,9.234666731243351,4.567610384562418,67599.16732959633,1827883.880886832,"1101 Maple St, City 122, State 53728"
39904.67320749091,5.885074387306723,8.029719226855722,5.047601556549621,41121.986493117955,1783190.949076664,"5302 Oak St, City 123, State 99737"
50514.16462877475,9.302406403262893,3.510778330479814,2.9564658710105363,44430.44636762283,1582998.8972472304,"2201 Oak St, City 124, State 10496"
68439.70097636306,6.882904062545256,8.747882731396258,3.3666479156233144,17071.877057562888,1968535.1380745543,"4175 Maple St, City 125, State 81066"
103621.32893302439,6.371256593697057,6.451245850781433,5.201736731488685,50195.02702607949,2450881.7628982933,"6970 Main St, City 126, State 44421"
107465.7524930709,3.9979534338348417,8.927481190181805,4.3415047379997915,9592.821523835106,2084520.6127298302,"7247 Main St, City 127, State 56567"
30625.691747807163,4.746203912515586,7.205178421152754,6.290068287841634,23504.569576963895,1333775.866468006,"244 Pine St, City 128, State 82535"
75967.25723198091,8.816387326437543,7.772831224230011,3.7119088300459415,48443.61757355375,2152251.1955121662,"9867 Pine St, City 129, State 78228"
67566.9902833901,6.473745054147665,9.954510922769957,3.3332982919410057,25170.158550326803,2103687.885847927,"6074 Maple St, City 130, State 78783"
49989.70294236572,6.117937550054239,4.626348821468127,6.924329701724214,8240.046817439532,1480318.6618041922,"6622 Pine St, City 131, State 10019"
40787.883060031454,2.7966377083202314,7.367619023329718,6.555678850650417,59071.57660781265,1539579.635271702,"221 Main St, City 132, State 57378"
60385.36542632652,2.128225251640985,6.2222497304017885,2.1449637249948994,25171.450463746598,1473906.3494162858,"3772 Oak St, City 133, State 50344"
114861.87335212673,9.709481509496392,3.27616367045884,5.85364307653283,9101.839615814097,1997183.111118523,"8443 Pine St, City 134, State 58605"
59088.26388186797,5.015889338294733,3.101294490520055,2.551673869126015,9861.230692686237,1131862.8670773467,"7829 Maple St, City 135, State 88242"
76691.15595690295,6.8257044967960345,3.834600044725011,2.1374259741468546,21364.321921268987,1574363.4450986637,"507 Oak St, City 136, State 40323"
93271.706300566,2.63772058549828,7.543642183769837,3.3684775798317443,16571.036569399206,1796660.852626587,"9061 Maple St, City 137, State 38566"
62726.66421413646,7.464914285784372,6.970141615393746,3.3467293953055215,55329.50765570981,2024159.054664891,"4588 Maple St, City 138, State 65752"
117460.38744488647,9.460533669647688,6.874006928146092,6.096593811734824,25909.46303335724,2538634.0900018774,"9362 Oak St, City 139, State 59891"
116620.25654479001,6.605322023979357,3.2229973376978207,5.5533362297141755,57305.22602758912,2383990.7884547906,"9983 Pine St, City 140, State 28587"
52660.406624282776,3.0089225790032845,6.28512097452005,6.9080471366600715,16299.989858504932,1443882.7000114815,"3923 Oak St, City 141, State 42185"
74752.36553031468,6.653772219787814,9.4723597248977,5.557564501559092,37037.146670365444,2177693.4975788794,"1958 Maple St, City 142, State 64478"
57079.047883509265,8.130777704837218,5.783143085174526,4.091277766280239,49722.413680953374,1932369.4731902664,"1790 Pine St, City 143, State 10584"
55635.64449397208,5.251332292592149,7.374457288519194,5.4946383047260845,47379.40550128057,1801523.7389866698,"6179 Main St, City 144, State 46958"
33319.82526190795,9.038701983531743,8.458730729362005,6.9972953359320105,44073.411645467466,2041518.2532206795,"9401 Main St, City 145, State 21885"
84860.79005819072,7.189463626858916,8.487476953993212,5.55070941281264,65113.40412552604,2433250.362294769,"4786 Oak St, City 146, State 88816"
75241.11209059754,9.19399134631362,6.6349605767668995,5.808406779901592,19854.134600938385,1781151.7637762118,"4757 Oak St, City 147, State 17455"
34633.08761249904,6.988042489978698,9.005663617816355,6.6918250759512965,37091.74829003685,1920156.6251929032,"1063 Main St, City 148, State 70698"
55078.18178129503,3.050303776038594,5.739646653546229,2.5682563065584167,62459.51575470657,1643086.6881808445,"8718 Maple St, City 149, State 85110"
111743.92973699883,4.477533688841513,9.220852503493589,5.523921467238634,10063.094763685207,2390150.560538191,"4982 Oak St, City 150, State 31352"
51560.57016002752,3.6143595860196553,4.681590164768817,6.254029789837245,8632.73743644989,1110537.6371056044,"6067 Oak St, City 151, State 31784"
43040.53848821008,9.270611981734898,4.961514848933997,6.771893001104465,20164.64869128894,1528538.2092460392,"5685 Pine St, City 152, State 38682"
74050.74842498067,8.083200538299861,3.3718443693930076,3.054846448558497,46146.3792699712,1677921.8671671744,"6839 Oak St, City 153, State 44755"
118708.54086995406,7.411186951280048,8.56907285579598,4.519645038621221,21892.175719237446,2404108.677726006,"4068 Main St, City 154, State 22315"
51784.97443603504,4.4077305570529735,5.919386653628939,5.402774238222409,17365.592447571933,1634890.6470772398,"8878 Pine St, City 155, State 33038"
90492.19926652906,3.472358176401708,4.603816297379794,3.237338647506687,34822.15049828899,1716899.3334100419,"3735 Main St, City 156, State 13500"
98545.76537958458,8.051608703911295,4.622531943316058,5.00236431625137,44883.874470011746,2128674.852031378,"9854 Maple St, City 157, State 72650"
51387.378959315974,5.793263567032637,9.309799588604633,3.287893912489997,21156.250956088126,1807939.8382198806,"5731 Maple St, City 158, State 64682"
95539.47137506737,3.806316417205033,8.837416203227258,3.6672851026582363,24544.927137043233,2142377.1864230074,"3262 Oak St, City 159, State 62995"
63100.48194473279,6.932975825322201,6.874716197500283,4.2075934825543255,44881.3548127484,1544776.2139912492,"4826 Oak St, City 160, State 92567"
86907.52475342216,2.322670817107616,7.3127756029100475,4.645950493732835,66472.99742931442,1977338.5848660269,"3924 Main St, City 161, State 25876"
87017.67396848052,4.609362033026028,6.320278993852037,4.246829358125753,48858.21228347574,1836684.2452262933,"1983 Main St, City 162, State 80791"
78219.72156672826,5.748455956729077,5.741665800151662,4.465977598939646,55888.769332996395,1982407.0614645225,"2020 Maple St, City 163, State 50839"
38126.079304896746,3.1836666728752467,9.40833816852832,3.492943781441463,28842.65615910547,1513223.532980362,"6981 Main St, City 164, State 61984"
105177.22460303141,9.877235820726717,3.8792889246421147,2.794825470113153,22696.533359990295,2054843.3383914924,"9213 Maple St, City 165, State 99022"
58870.20584745622,3.672778916716914,5.929127528013596,2.2367498866341973,34527.40330817047,1278558.7448023215,"5992 Maple St, City 166, State 30592"
46786.66593598688,3.0428250403461243,5.411933355915128,2.9798936124583384,57463.63386625879,1398692.3350863797,"3676 Pine St, City 167, State 44547"
33669.76273992875,3.628278991095171,6.487055041758039,4.909718207528915,34659.476716386125,1469177.9352857687,"4697 Oak St, City 168, State 92793"
83180.36488694177,8.152489065277795,6.2034231218162255,5.930577239015662,60037.15157134097,2354749.975215997,"4767 Main St, City 169, State 68635"
90980.79256580542,5.4040452741747425,6.63222672155757,2.8462379872144727,69270.17874518325,2214212.7023878177,"5605 Main St, City 170, State 19219"
31492.904603507053,6.523327518020304,3.9794328405889585,2.542776788863242,9681.733272471862,950595.489866647,"3550 Main St, City 171, State 35317"
76088.37524693529,2.168073255890886,6.5919905105929395,5.746451802746251,7951.66014544074,1734738.6912201364,"3882 Oak St, City 172, State 52202"
50384.619767814416,2.2754504685865165,4.696931697210476,3.5257916526864483,14723.330689368519,1245163.8854117459,"4790 Oak St, City 173, State 30736"
88065.5511368505,5.566604398616129,4.290319442917339,6.757497196136763,29984.028922732505,1843137.4438240102,"7472 Maple St, City 174, State 21109"
45692.97861044923,8.533241945612989,3.4538395315033386,5.571589853051865,13517.743594453106,1192131.828018256,"7060 Oak St, City 175, State 54741"
92184.39642922193,9.081911029660521,8.338567911292987,3.6337802362151543,61593.19104521914,2555363.8060574867,"9905 Pine St, City 176, State 96928"
64806.181167048366,2.6936525407651217,5.99209344599592,3.447713738968525,6504.506316759147,1338849.2251429271,"7318 Oak St, City 177, State 86567"
114305.6989863061,6.306904816808182,7.386505783182308,4.618491931356545,25526.526561828465,2350126.666213372,"212 Pine St, City 178, State 42003"
42376.88497313939,9.305837490234165,8.093153403133204,2.3957233413910473,17005.15091712335,1700249.8373847732,"6058 Oak St, City 179, State 15508"
60695.97159452327,5.103782035183091,7.755216657194874,2.588382563226495,65550.0564602396,2041807.4079217978,"5018 Pine St, City 180, State 83658"
40212.616911653015,8.636526651426948,6.293505033627776,2.8792894065809627,48516.265317851816,1653856.2145650366,"8126 Pine St, City 181, State 35497"
113222.42564507065,3.0695652351954896,5.715289702662108,5.873617966522801,64281.96666933934,2239032.7077572355,"4063 Maple St, City 182, State 82884"
108960.5418042883,9.48315591734239,5.631719367484646,4.5692867963456125,68201.36617017558,2650247.737097883,"7943 Oak St, City 183, State 11493"
53214.74649436401,8.01138654025042,7.480341578510394,2.052835613872215,37311.385839029,1713463.8914732852,"1578 Oak St, City 184, State 45196"
89398.56414307612,9.530675142295213,6.463560484593113,5.367582637360545,20230.742023121704,2231217.7116901735,"313 Pine St, City 185, State 86170"
103549.99801810943,7.412937868420052,8.943925735919574,4.1184508933024855,17592.371102778303,2313314.7425007825,"6687 Pine St, City 186, State 75539"
79968.07304395162,4.907231455995416,9.122913890286984,4.5542618248189894,19489.726009579634,1908697.7030542209,"7062 Oak St, City 187, State 22380"
77668.55205204058,9.50544938019778,4.193922646045629,3.070581217064678,51058.56499543019,1934998.1613751238,"5219 Pine St, City 188, State 77916"
51766.70618104065,4.204534210473428,3.9536355608200795,4.758911141970518,7628.972327995048,1294267.324459574,"1236 Maple St, City 189, State 37854"
38379.24910253093,4.65738017649386,7.412806482251996,6.895766198757443,8338.469747126466,1593622.3371261691,"7932 Pine St, City 190, State 55628"
110749.41821579941,7.6064673440139225,5.108580236435956,2.367223455028807,44529.291254904754,2337636.526733523,"2404 Oak St, City 191, State 66572"
111037.62514469973,8.12253039620309,3.129995031355692,3.419586998322153,46733.714537931424,2073682.1489823759,"6735 Pine St, City 192, State 77905"
86979.13115459411,9.43522787079323,9.220498685540687,3.214987964304149,48242.090080959904,2318127.7660595602,"2468 Oak St, City 193, State 52894"
60512.68119438306,3.638419272449676,4.588305370706658,3.242746553755898,29172.23279825843,1365381.8758690683,"4428 Pine St, City 194, State 44027"
61428.86171513948,8.383984281753792,9.504964561800664,3.8935317878268867,57386.41776641995,2079469.9633170287,"2055 Oak St, City 195, State 27907"
95336.01109832154,7.9083684271757075,8.022041156147775,6.090548923720838,39685.59820223014,2349947.6636149483,"3458 Oak St, City 196, State 47187"
110739.92339573194,2.510356450028783,8.33857442938039,6.564293449821937,11855.265950612264,2122041.6156949336,"7093 Main St, City 197, State 95656"
109837.77818386056,5.097785129681656,4.410230470552123,3.0110754372948665,56811.45495937744,2153224.0342982686,"73 Pine St, City 198, State 56468"
100188.79912718615,4.262123656480789,4.63936097931769,4.714749689740564,66949.4061075798,1841739.0556799944,"5358 Pine St, City 199, State 76881"
87782.84815388589,4.435923394832243,6.64887427676846,5.184494860827401,8902.360345153314,1758220.4463638726,"9979 Main St, City 200, State 84759"
37572.59684955439,9.863575036437606,4.204698968549035,4.609137371819225,30437.837015537694,1423192.1135894207,"2007 Maple St, City 201, State 18602"
44546.58426851524,7.142219307839423,5.138021848781226,4.170381970984598,36688.54291425859,1640885.4549212551,"1820 Maple St, City 202, State 99133"
110869.87696743713,7.741409262347997,5.250237345634631,2.959877529296189,14520.599405090601,1965803.1056067785,"3093 Oak St, City 203, State 78127"
